본분교,국공사립,학위과정유형,주야간,전공계열,전공_소분류_코드,전공_세분류_코드,학교유형,학교소재지역,성별,연령,취업여부
1,3,3,2,1,0,4,1,1,2,23,1
1,3,3,1,1,0,3,1,1,1,21,0
1,3,3,1,1,0,3,1,1,1,21,1
1,3,3,1,1,0,2,1,8,2,25,1
1,3,3,1,1,0,2,1,8,1,21,1
1,3,3,1,1,0,9,1,8,1,25,1
1,3,3,1,1,0,9,1,8,1,24,1
1,3,3,1,1,0,8,1,10,1,26,1
1,3,3,2,1,1,12,1,1,2,25,1
1,3,3,1,1,1,12,1,1,2,21,1
1,3,3,1,1,1,10,1,8,1,25,1
1,3,3,1,1,1,10,1,8,2,22,1
1,3,3,1,1,1,16,1,8,1,25,1
1,3,3,1,1,1,14,1,15,2,22,1
1,3,3,1,1,1,10,1,16,2,22,1
1,3,3,1,1,2,28,1,8,2,22,1
1,3,3,1,1,2,19,1,8,1,23,0
1,3,3,1,1,2,26,1,8,2,22,0
1,3,3,1,1,2,22,1,2,2,23,0
1,3,3,1,1,3,31,1,7,2,26,0
1,3,2,2,1,4,32,1,1,2,24,1
1,3,3,1,1,4,32,1,1,2,21,0
1,3,3,1,1,4,34,1,8,2,21,1
1,3,3,1,1,4,32,1,8,2,24,0
1,3,3,1,1,4,36,1,8,2,23,1
1,3,3,1,1,4,36,1,8,2,25,0
1,3,3,1,1,4,36,1,8,2,24,0
1,3,3,1,1,4,37,1,8,2,26,0
1,3,3,1,1,5,40,1,11,1,23,1
1,3,3,1,1,5,40,1,11,1,25,1
1,3,3,1,1,5,40,1,11,2,22,1
1,3,3,1,1,6,41,1,1,2,21,1
1,3,3,1,1,6,41,1,8,2,22,0
1,3,3,1,1,6,42,1,8,1,25,1
1,3,2,2,1,6,42,1,8,2,36,1
1,3,3,1,1,6,42,1,8,2,22,0
1,3,3,1,1,6,44,1,15,2,23,0
1,3,3,1,1,7,46,1,1,2,21,0
1,3,5,1,1,7,49,1,8,2,26,1
1,3,3,1,1,7,47,1,10,2,24,0
1,3,3,2,1,7,45,1,14,2,54,1
1,3,3,1,1,8,53,1,12,2,22,1
1,3,3,2,1,8,54,1,12,1,52,1
1,3,3,1,1,8,55,1,12,1,33,1
1,3,3,1,1,8,55,1,12,2,23,1
1,3,3,1,2,9,90,1,1,2,24,1
1,3,3,1,2,9,91,1,1,2,23,1
1,3,3,1,2,9,64,1,1,2,23,1
1,3,3,2,2,9,69,1,1,2,28,1
1,3,3,1,2,9,57,1,1,2,22,1
1,3,3,1,2,9,93,1,8,2,24,0
1,3,3,1,2,9,71,1,8,1,26,1
1,3,3,1,2,9,101,1,8,2,25,1
1,3,3,1,2,9,80,1,8,1,24,1
1,3,3,1,2,9,84,1,8,2,23,1
1,3,2,2,2,9,112,1,8,1,27,1
1,3,3,1,2,9,56,1,8,1,25,1
1,3,3,1,2,9,59,1,8,1,25,1
1,3,3,1,2,9,63,1,8,1,24,1
1,3,3,1,2,9,60,1,8,2,23,0
1,3,3,1,2,9,60,1,5,1,25,0
1,3,3,1,2,9,56,1,2,1,28,1
1,3,3,1,2,9,76,1,2,2,24,1
1,3,3,2,2,9,65,1,12,2,45,1
1,3,5,2,2,9,105,1,12,2,24,0
1,3,3,1,2,10,150,1,1,1,24,1
1,3,5,2,2,10,154,1,9,1,25,1
1,3,5,2,2,10,144,1,8,2,23,1
1,3,3,1,2,10,124,1,8,2,25,0
1,3,3,1,2,10,149,1,8,1,24,0
1,3,3,1,2,10,135,1,5,2,21,0
1,3,3,1,2,10,121,1,11,2,23,1
1,3,5,2,2,10,139,1,3,2,25,1
1,3,3,1,2,11,157,1,1,2,22,0
1,3,3,1,2,11,157,1,1,2,21,0
1,3,3,2,2,11,157,1,1,2,23,0
1,3,3,1,2,11,157,1,9,1,28,0
1,3,3,1,2,11,157,1,9,2,22,1
1,3,3,1,2,11,157,1,8,1,25,0
1,3,3,1,2,11,155,1,8,2,22,1
1,3,3,2,2,11,157,1,8,1,24,0
1,3,3,1,2,11,157,1,8,1,24,0
1,3,3,1,2,11,166,1,8,1,25,0
1,3,3,1,2,11,158,1,3,1,24,0
1,3,3,1,2,11,157,1,3,2,22,1
1,3,3,2,2,12,181,1,1,2,23,0
1,3,3,1,2,12,182,1,8,1,25,1
1,3,3,1,2,13,186,1,1,1,24,1
1,3,3,1,2,13,186,1,1,2,23,1
1,3,3,1,2,13,184,1,8,1,24,1
1,3,3,1,2,13,185,1,8,1,24,1
1,3,3,1,2,13,185,1,8,1,25,1
1,3,3,1,2,13,185,1,8,2,24,0
1,3,3,1,2,14,199,1,1,2,21,1
1,3,3,1,2,14,189,1,1,2,53,0
1,3,3,2,2,14,191,1,1,1,23,1
1,3,3,1,2,14,206,1,1,2,23,1
1,3,3,1,2,14,189,1,9,2,24,1
1,3,3,2,2,14,189,1,9,1,67,1
1,3,5,2,2,14,228,1,8,2,24,1
1,3,3,1,2,14,214,1,8,2,24,1
1,3,3,1,2,14,189,1,8,2,44,1
1,3,3,1,2,14,215,1,8,2,23,1
1,3,5,2,2,14,191,1,4,2,24,1
1,3,3,1,2,14,189,1,4,2,21,1
1,3,3,1,2,14,189,1,10,1,66,1
1,3,2,2,2,14,189,1,14,2,54,1
1,3,2,2,2,14,189,1,14,2,55,1
1,3,3,1,2,14,225,1,14,1,54,0
1,3,3,1,2,14,225,1,14,2,44,1
1,3,3,2,2,14,189,1,14,2,48,1
1,3,3,1,2,14,188,1,14,2,56,1
1,3,3,1,2,14,201,1,3,2,21,1
1,3,3,1,2,14,189,1,3,2,22,1
1,3,3,2,2,14,189,1,2,2,46,1
1,3,3,1,2,14,211,1,2,1,26,1
1,3,3,1,2,14,188,1,2,2,21,0
1,3,3,1,2,14,189,1,6,1,24,0
1,3,3,2,2,14,196,1,13,2,40,1
1,3,3,1,2,14,204,1,13,2,44,1
1,3,3,2,2,14,208,1,13,2,58,1
1,3,3,1,2,14,190,1,13,2,56,1
1,3,3,1,2,14,189,1,13,1,21,1
1,3,3,1,2,14,188,1,12,2,50,1
1,3,3,1,2,15,231,1,1,2,22,1
1,3,3,1,2,15,231,1,5,2,23,0
1,3,3,2,2,15,230,1,5,2,22,0
1,3,3,2,2,16,242,1,1,2,21,1
1,3,3,1,2,16,244,1,1,2,24,0
1,3,3,1,2,16,240,1,8,1,25,1
1,3,3,2,2,16,243,1,8,1,26,0
1,3,3,1,2,16,241,1,8,2,23,1
1,3,3,1,2,17,246,1,9,1,22,1
1,3,2,2,2,17,253,1,8,1,57,0
1,3,3,1,2,17,247,1,8,1,24,1
1,3,5,2,2,17,252,1,8,2,25,1
1,3,3,1,2,17,263,1,8,1,22,1
1,3,3,1,2,17,251,1,11,2,23,1
1,3,3,1,2,17,247,1,10,1,25,1
1,3,3,1,3,18,274,1,13,2,58,0
1,3,3,1,3,18,274,1,13,2,33,1
1,3,3,2,3,18,274,1,13,2,61,1
1,3,5,2,3,19,279,1,1,2,25,1
1,3,3,1,3,19,278,1,9,2,22,0
1,3,5,2,3,19,279,1,8,2,24,1
1,3,3,1,3,19,278,1,8,2,22,1
1,3,3,1,3,19,278,1,8,2,22,0
1,3,3,1,3,19,278,1,8,2,22,1
1,3,3,1,3,19,278,1,8,2,26,1
1,3,3,1,3,19,278,1,8,2,24,0
1,3,3,1,3,19,276,1,5,2,21,1
1,3,3,1,3,19,285,1,11,2,23,0
1,2,3,1,3,19,281,1,15,2,22,0
1,3,3,1,3,19,278,1,15,2,22,1
1,3,3,1,3,19,278,1,14,2,22,0
1,3,3,1,3,19,278,1,14,2,23,1
1,3,5,2,3,19,279,1,14,2,53,1
1,3,3,1,3,19,278,1,3,2,24,0
1,3,3,1,3,19,278,1,7,2,23,1
1,3,3,1,3,19,278,1,13,2,50,1
1,3,3,1,3,19,278,1,12,2,23,1
1,3,3,1,3,19,278,1,12,2,23,1
1,1,3,1,3,20,291,1,8,2,22,1
1,3,3,1,3,20,292,1,8,1,26,1
1,3,3,1,3,20,292,1,8,2,23,1
1,3,3,1,3,20,292,1,8,2,23,1
1,3,3,1,3,20,292,1,8,2,23,1
1,3,2,2,4,21,294,1,8,1,30,1
1,3,3,1,4,21,294,1,8,1,22,1
1,3,5,2,4,21,300,1,8,1,48,1
1,3,3,1,4,22,302,1,1,1,25,1
1,3,3,1,4,22,302,1,8,1,25,0
1,3,5,2,4,22,306,1,8,2,24,0
1,3,3,1,4,22,302,1,5,2,23,0
1,3,3,2,4,22,305,1,5,2,23,0
1,3,3,2,4,22,305,1,5,2,24,1
1,3,3,1,4,22,303,1,10,2,24,1
1,3,3,1,4,22,303,1,14,2,46,1
1,3,3,1,4,22,302,1,2,1,25,1
1,3,3,1,4,22,302,1,6,2,21,0
1,3,3,1,4,22,310,1,13,1,26,1
1,3,3,1,4,23,329,1,9,1,27,0
1,3,3,1,4,23,329,1,9,1,25,1
1,3,3,1,4,23,329,1,9,2,21,0
1,3,5,1,4,23,330,1,8,1,27,1
1,3,3,1,4,23,330,1,8,1,25,1
1,3,5,1,4,23,330,1,8,2,24,1
1,3,3,1,4,23,330,1,8,2,24,1
1,3,3,1,4,23,327,1,8,2,22,1
1,3,5,2,4,23,330,1,8,1,28,1
1,2,3,1,4,23,331,1,15,1,26,0
1,2,3,1,4,23,331,1,15,2,21,1
1,3,3,1,4,23,324,1,14,1,60,1
1,2,3,1,4,24,336,1,9,1,26,1
1,3,3,1,4,24,338,1,8,1,26,0
1,3,3,1,4,24,334,1,11,1,27,1
1,3,3,1,4,24,337,1,13,1,32,1
1,3,3,1,4,24,335,1,13,1,23,0
1,3,3,1,4,25,346,1,1,1,25,0
1,3,3,1,4,25,347,1,9,1,23,1
1,3,3,1,4,25,342,1,9,1,26,1
1,3,3,1,4,25,342,1,9,1,24,1
1,3,3,1,4,25,342,1,8,1,24,1
1,3,3,1,4,25,342,1,8,1,25,0
1,3,3,1,4,25,345,1,5,1,23,1
1,2,3,1,4,25,341,1,14,1,25,1
1,3,3,2,4,25,339,1,3,1,47,1
1,3,3,1,4,25,343,1,13,1,50,1
1,3,3,2,4,25,343,1,13,1,30,1
1,3,3,1,4,26,357,1,4,1,24,0
1,3,3,1,4,26,357,1,4,1,24,0
1,3,3,1,4,26,357,1,4,2,22,0
1,3,3,1,4,26,354,1,10,1,24,1
1,3,3,1,4,26,356,1,14,1,22,0
1,3,3,1,4,26,359,1,13,1,24,0
1,3,3,1,4,27,366,1,8,1,24,1
1,3,3,1,4,27,360,1,8,1,24,1
1,3,3,1,4,27,360,1,5,1,24,1
1,3,3,1,4,27,360,1,5,1,25,0
1,3,3,1,4,27,367,1,5,1,24,0
1,3,3,1,4,27,364,1,4,1,23,1
1,3,3,1,4,27,363,1,10,1,24,1
1,3,3,1,4,27,365,1,15,1,22,1
1,3,3,1,4,27,362,1,14,1,22,1
1,3,3,1,4,27,365,1,14,1,24,1
1,3,3,1,4,27,365,1,14,2,22,1
1,3,3,1,4,28,371,1,5,1,24,1
1,3,3,1,4,28,370,1,15,1,26,1
1,3,3,1,4,28,374,1,15,2,22,0
1,3,3,1,4,28,372,1,15,1,26,1
1,3,3,1,4,28,373,1,15,1,24,0
1,3,3,1,4,28,371,1,2,1,25,1
1,3,3,1,4,28,371,1,2,1,24,0
1,3,3,1,4,28,375,1,12,1,24,1
1,3,2,2,4,29,380,1,1,1,21,0
1,3,3,1,4,29,380,1,8,1,24,0
1,3,3,1,4,29,380,1,8,1,24,1
1,3,3,1,4,29,382,1,8,1,24,0
1,3,3,1,4,29,376,1,8,1,23,0
1,3,3,1,4,29,410,1,8,2,22,1
1,3,3,1,4,29,397,1,8,1,21,1
1,3,3,1,4,29,386,1,8,1,28,1
1,3,3,1,4,29,411,1,8,1,26,1
1,3,3,1,4,29,388,1,10,1,24,1
1,3,3,1,4,29,378,1,15,1,29,1
1,3,5,1,4,29,413,1,15,2,24,1
1,3,1,2,4,29,403,1,15,1,37,1
1,3,3,2,4,29,380,1,15,1,46,1
1,3,3,1,4,29,404,1,15,1,24,1
1,3,3,1,4,29,404,1,15,1,25,1
1,3,3,1,4,29,407,1,14,1,25,1
1,3,3,1,4,29,387,1,3,1,25,1
1,3,3,2,4,29,387,1,3,1,25,1
1,3,3,1,4,29,387,1,3,1,26,1
1,3,3,1,4,29,382,1,6,1,24,0
1,3,3,2,4,29,384,1,13,1,26,1
1,3,3,1,4,30,417,1,9,1,24,1
1,3,3,1,4,30,417,1,9,1,24,0
1,3,3,1,4,30,415,1,11,1,24,1
1,3,3,1,4,30,415,1,11,1,25,1
1,3,3,1,4,30,416,1,14,1,26,1
1,3,3,1,4,30,416,1,14,1,25,1
1,3,3,1,4,30,416,1,14,1,25,1
1,3,3,2,4,30,415,1,14,1,29,0
1,3,3,1,4,30,415,1,14,1,23,0
1,3,3,1,4,30,415,1,14,1,24,1
1,3,3,1,4,30,415,1,13,1,28,0
1,3,3,1,4,31,432,1,1,1,24,1
1,3,3,1,4,31,421,1,8,1,26,1
1,3,2,2,4,31,421,1,8,1,44,1
1,3,3,1,4,31,421,1,8,1,24,1
1,3,3,2,4,31,420,1,15,1,26,1
1,3,3,1,4,31,421,1,14,1,25,1
1,3,3,1,4,31,428,1,14,1,24,0
1,3,3,1,4,31,419,1,2,1,26,1
1,3,3,1,4,31,419,1,2,1,25,1
1,3,3,1,4,31,419,1,2,1,25,1
1,3,3,1,4,31,421,1,6,1,25,1
1,2,3,1,4,31,421,1,13,1,25,1
1,3,5,2,4,32,434,1,1,1,28,1
1,3,3,1,4,32,434,1,1,1,24,0
1,3,3,1,4,32,435,1,1,1,24,1
1,3,3,1,4,32,435,1,1,1,25,1
1,3,3,1,4,32,435,1,8,1,24,1
1,3,3,1,4,32,435,1,8,1,25,1
1,3,3,1,4,32,435,1,8,1,23,1
1,3,3,1,4,32,440,1,10,1,29,1
1,3,3,1,4,32,434,1,15,1,26,1
1,3,3,1,4,32,434,1,15,1,23,1
1,3,3,1,4,32,439,1,14,1,27,0
1,3,5,2,4,32,441,1,14,1,25,0
1,3,3,1,4,32,445,1,14,1,23,1
1,3,3,2,4,32,445,1,14,1,25,1
1,3,3,1,4,33,458,1,1,1,27,1
1,3,3,1,4,33,449,1,8,1,24,1
1,3,1,1,4,33,453,1,5,1,22,1
1,3,3,1,4,33,459,1,4,1,24,1
1,3,3,1,4,33,449,1,11,2,22,1
1,3,3,1,4,33,452,1,10,1,24,1
1,3,3,1,4,33,468,1,15,1,25,1
1,3,3,1,4,33,468,1,15,1,26,1
1,3,3,1,4,33,461,1,3,1,23,0
1,3,3,1,4,33,454,1,2,1,23,0
1,3,3,1,4,33,466,1,2,1,24,1
1,3,3,1,4,33,466,1,2,1,25,1
1,3,3,1,4,34,471,1,8,1,26,0
1,3,5,2,4,34,474,1,8,1,26,1
1,3,3,1,4,34,470,1,8,1,25,1
1,3,3,1,4,34,470,1,8,1,25,1
1,3,3,1,4,34,473,1,14,1,24,1
1,3,3,1,4,34,473,1,14,1,22,0
1,3,3,1,4,34,472,1,12,1,25,0
1,3,3,1,4,35,475,1,4,2,23,1
1,3,3,1,4,35,475,1,14,1,43,1
1,3,3,2,4,35,478,1,3,1,25,1
1,3,3,1,4,35,478,1,3,1,26,1
1,3,3,1,4,35,482,1,12,1,24,1
1,3,3,1,4,36,484,1,1,1,25,1
1,3,3,1,4,36,484,1,1,1,25,1
1,3,3,1,4,36,484,1,1,1,25,1
1,3,3,1,4,36,484,1,1,1,26,1
1,3,3,1,4,36,483,1,8,1,26,0
1,3,3,1,4,36,483,1,8,1,26,1
1,3,3,1,4,36,483,1,8,1,24,1
1,3,3,1,4,37,485,1,1,2,22,0
1,3,5,2,4,37,486,1,8,2,23,0
1,3,3,1,4,37,488,1,8,1,25,1
1,3,3,1,4,37,488,1,8,1,24,1
1,3,3,1,4,37,488,1,8,2,22,1
1,3,3,1,4,38,491,1,2,1,26,1
1,3,3,1,4,38,491,1,2,1,25,1
1,3,3,1,4,38,491,1,2,1,27,1
1,3,3,1,4,39,500,1,9,2,22,1
1,1,5,2,4,39,494,1,8,1,26,0
1,3,5,2,4,39,494,1,8,1,27,1
1,3,3,1,4,39,496,1,8,2,21,1
1,3,5,2,4,39,508,1,8,1,28,1
1,3,3,1,4,39,511,1,8,2,21,1
1,3,3,2,4,39,512,1,8,1,26,1
1,3,5,1,4,39,516,1,15,1,24,1
1,3,3,1,4,39,516,1,15,2,24,1
1,3,3,1,4,39,495,1,13,1,25,1
1,3,3,2,4,40,519,1,1,2,24,1
1,3,3,1,4,40,519,1,8,2,22,1
1,3,3,1,4,40,519,1,8,1,25,1
1,3,3,1,4,40,531,1,8,1,25,1
1,3,3,1,4,40,518,1,8,1,26,1
1,3,3,1,4,40,518,1,8,1,24,0
1,3,3,1,4,40,518,1,8,2,22,1
1,3,3,1,4,40,539,1,8,1,25,1
1,3,3,1,4,40,539,1,8,2,23,1
1,3,3,1,4,40,534,1,8,2,24,0
1,3,3,1,4,40,522,1,8,1,26,1
1,3,3,1,4,40,527,1,3,1,22,0
1,3,3,1,4,40,527,1,3,2,21,1
1,3,3,1,4,40,535,1,13,1,23,1
1,3,3,1,4,40,535,1,13,2,21,0
1,3,5,2,4,41,577,1,1,2,24,0
1,3,3,2,4,41,543,1,1,2,22,0
1,3,3,2,4,41,549,1,1,1,27,1
1,3,3,1,4,41,554,1,1,2,23,0
1,2,3,1,4,41,559,1,9,1,24,1
1,3,1,2,4,41,582,1,9,1,39,1
1,3,3,1,4,41,562,1,9,1,23,1
1,3,5,2,4,41,570,1,8,1,23,0
1,3,3,1,4,41,550,1,8,1,24,1
1,3,3,1,4,41,554,1,8,1,27,1
1,3,3,1,4,41,550,1,8,1,28,0
1,3,3,1,4,41,543,1,8,1,23,1
1,3,3,1,4,41,585,1,8,2,22,1
1,3,3,1,4,41,549,1,5,1,21,1
1,3,3,1,4,41,549,1,5,1,22,0
1,2,3,1,4,41,554,1,11,1,21,1
1,3,3,1,4,41,576,1,11,1,25,1
1,3,3,1,4,41,575,1,10,1,25,1
1,3,3,1,4,41,544,1,3,1,24,1
1,3,3,1,4,41,544,1,3,1,25,1
1,3,5,2,4,41,568,1,3,1,26,1
1,3,3,1,4,41,545,1,2,1,24,1
1,3,3,1,4,41,580,1,2,1,24,1
1,3,3,1,4,41,557,1,7,1,25,1
1,3,3,1,4,41,542,1,6,1,24,0
1,3,3,1,4,41,545,1,13,1,22,1
1,3,3,1,4,41,554,1,16,1,24,1
1,3,5,2,4,42,588,1,1,1,26,1
1,3,3,1,4,42,587,1,9,2,22,0
1,3,3,1,4,42,586,1,8,1,25,1
1,3,3,1,4,42,586,1,8,2,25,1
1,3,5,2,4,43,596,1,1,1,27,1
1,3,3,1,4,43,592,1,10,1,24,1
1,3,3,1,4,43,593,1,14,1,22,1
1,3,3,1,4,43,594,1,3,1,23,0
1,3,3,1,4,43,590,1,2,1,27,1
1,3,3,1,4,43,595,1,13,1,23,0
1,3,3,1,4,43,595,1,13,1,24,1
1,3,3,1,4,44,598,1,1,1,26,0
1,3,3,1,4,44,605,1,1,1,25,0
1,3,3,1,4,44,605,1,1,1,25,0
1,3,3,1,4,44,597,1,1,1,25,1
1,3,3,1,4,44,603,1,8,1,31,1
1,3,3,1,4,44,603,1,8,1,26,0
1,2,3,1,4,44,602,1,15,1,27,0
1,2,3,1,4,44,602,1,15,1,26,1
1,3,3,1,4,44,601,1,3,1,25,1
1,3,3,1,4,44,601,1,3,1,26,1
1,3,3,2,4,44,597,1,6,1,26,1
1,3,3,1,4,44,599,1,12,1,25,0
1,2,3,1,4,45,613,1,9,2,26,1
1,3,1,2,4,45,620,1,9,1,22,1
1,3,3,1,4,45,619,1,8,1,27,1
1,3,3,1,4,45,621,1,8,2,22,1
1,2,3,1,4,45,623,1,15,1,23,1
1,2,3,1,4,45,610,1,14,1,26,1
1,3,3,1,4,45,610,1,13,1,24,1
1,3,2,2,4,45,617,1,13,1,24,1
1,3,3,1,4,45,618,1,12,1,22,1
1,3,3,1,5,46,633,1,8,1,27,1
1,3,1,2,5,46,634,1,14,1,53,1
1,5,3,1,5,46,627,1,12,2,22,1
1,5,3,1,5,46,629,1,12,2,39,0
1,5,3,1,5,46,630,1,12,1,26,1
1,5,3,1,5,46,630,1,12,1,32,1
1,5,3,1,5,46,631,1,12,1,29,1
1,3,3,1,5,47,645,1,9,2,23,1
1,3,5,2,5,47,643,1,8,2,23,0
1,3,3,1,5,47,639,1,13,1,39,1
1,3,3,1,5,47,639,1,13,2,38,0
1,3,5,2,5,47,641,1,13,2,71,1
1,5,3,1,5,47,640,1,12,1,22,1
1,3,3,1,5,48,657,1,8,1,24,1
1,3,3,1,5,48,657,1,8,2,23,1
1,3,3,1,5,48,652,1,4,1,25,1
1,3,3,1,5,48,650,1,11,2,24,1
1,2,3,1,5,48,663,1,10,1,23,0
1,3,3,1,5,48,649,1,3,1,23,1
1,5,5,1,5,48,655,1,12,1,27,1
1,5,5,1,5,48,655,1,12,2,34,1
1,3,3,1,5,49,664,1,2,2,24,1
1,3,3,1,5,49,664,1,2,2,64,1
1,3,3,1,5,50,667,1,5,2,21,1
1,3,2,2,5,50,669,1,7,1,32,1
1,3,2,2,5,50,669,1,7,1,28,0
1,3,3,1,5,50,666,1,6,1,24,1
1,3,3,1,5,50,666,1,6,1,24,0
1,3,3,1,5,50,666,1,6,1,26,1
1,3,3,1,5,50,666,1,6,1,27,1
1,3,3,1,5,51,674,1,8,2,29,0
1,3,3,1,5,51,674,1,8,2,24,0
1,3,3,1,5,51,674,1,8,2,23,1
1,3,3,1,5,51,675,1,4,2,21,1
1,3,3,2,5,52,686,1,1,2,22,0
1,3,3,1,5,52,700,1,1,2,23,1
1,3,3,1,5,52,691,1,8,1,24,1
1,3,3,1,5,52,695,1,8,2,22,1
1,3,3,1,5,52,691,1,8,1,25,0
1,3,3,1,5,52,691,1,8,1,24,0
1,3,3,1,5,52,685,1,8,2,21,1
1,3,3,1,5,52,693,1,8,2,23,1
1,3,3,1,5,52,706,1,8,2,23,1
1,3,3,1,5,52,720,1,8,2,21,1
1,3,3,1,5,52,692,1,8,2,22,1
1,3,3,1,5,52,694,1,8,1,23,1
1,3,5,2,5,52,684,1,5,2,24,1
1,3,3,1,5,52,701,1,11,1,25,0
1,3,3,1,5,52,708,1,10,1,22,0
1,3,3,1,5,52,709,1,10,1,26,1
1,3,3,1,5,52,678,1,15,1,23,1
1,3,3,1,5,52,712,1,15,1,27,0
1,3,3,1,5,52,680,1,15,2,23,0
1,3,3,1,5,52,691,1,14,2,22,1
1,3,3,1,5,52,696,1,14,1,25,1
1,3,2,2,5,52,707,1,14,2,24,1
1,3,3,1,5,52,717,1,14,1,24,0
1,3,3,1,5,52,719,1,14,1,61,1
1,3,3,1,5,52,690,1,3,1,26,1
1,3,3,2,5,52,694,1,3,2,57,1
1,3,3,1,5,52,690,1,2,2,22,1
1,3,3,1,5,52,680,1,2,2,23,1
1,3,3,1,5,52,688,1,2,2,22,0
1,3,3,2,5,53,722,1,1,2,22,0
1,3,5,2,5,53,723,1,1,2,53,1
1,3,3,1,5,54,724,1,1,1,24,1
1,3,3,1,5,54,724,1,1,1,24,1
1,3,3,1,5,54,724,1,1,1,24,0
1,3,3,1,5,54,724,1,1,1,22,0
1,3,3,1,5,54,724,1,1,2,23,1
1,3,3,1,5,54,724,1,1,2,23,1
1,3,3,1,5,54,725,1,6,1,30,1
1,3,6,2,6,55,727,1,1,2,28,1
1,3,3,1,6,55,730,1,1,2,23,1
1,3,3,1,6,55,730,1,9,2,33,0
1,3,3,1,6,55,726,1,9,2,23,0
1,3,3,1,6,55,726,1,9,2,28,1
1,3,3,1,6,55,726,1,8,2,40,1
1,3,3,1,6,55,727,1,8,2,26,1
1,3,3,1,6,55,730,1,8,2,27,1
1,3,3,1,6,55,727,1,8,2,41,1
1,3,3,1,6,55,730,1,8,2,23,0
1,3,3,1,6,55,727,1,11,1,27,1
1,3,3,1,6,55,726,1,10,1,26,1
1,2,3,1,6,55,726,1,15,2,23,1
1,3,3,1,6,55,726,1,14,2,22,1
1,3,3,1,6,55,730,1,14,2,23,1
1,3,3,1,6,55,727,1,3,2,23,1
1,3,6,2,6,55,727,1,3,2,36,1
1,3,3,1,6,55,726,1,2,2,22,1
1,3,3,1,6,55,727,1,6,1,24,1
1,3,3,1,6,55,730,1,13,2,24,1
1,3,3,1,6,55,730,1,12,2,28,1
1,3,6,2,6,56,743,1,1,2,45,1
1,3,3,1,6,56,734,1,8,1,23,1
1,3,5,1,6,56,743,1,8,2,24,0
1,3,3,1,6,56,735,1,8,1,24,1
1,3,3,1,6,56,738,1,8,2,23,1
1,3,3,1,6,56,734,1,11,1,24,0
1,3,3,1,6,56,738,1,10,2,22,1
1,3,5,2,6,56,745,1,10,2,23,1
1,3,3,1,6,56,738,1,15,2,22,1
1,3,3,1,6,56,738,1,14,2,23,1
1,3,3,1,6,56,741,1,14,1,25,1
1,3,3,1,6,56,735,1,14,2,23,0
1,3,3,1,6,56,749,1,3,2,23,0
1,3,3,1,6,56,734,1,3,1,24,1
1,3,3,1,6,56,734,1,2,1,21,1
1,3,3,1,6,56,735,1,7,1,26,1
1,3,5,2,6,56,743,1,6,2,24,1
1,2,3,1,6,56,734,1,13,1,27,1
1,3,3,1,6,56,738,1,16,2,22,0
1,3,3,1,6,57,752,1,9,2,24,1
1,3,3,1,6,57,752,1,9,1,24,1
1,3,3,1,6,57,754,1,8,1,26,0
1,3,3,1,6,57,758,1,8,1,24,0
1,3,3,1,6,57,758,1,8,2,21,0
1,3,3,1,6,57,752,1,8,2,31,0
1,3,5,2,6,57,753,1,8,2,24,1
1,3,3,1,6,57,755,1,4,1,24,0
1,3,3,1,6,57,752,1,10,2,23,1
1,3,3,1,6,57,754,1,14,2,23,1
1,3,5,1,6,57,753,1,14,1,26,1
1,3,3,1,6,57,752,1,14,1,25,0
1,3,3,1,6,57,754,1,14,1,26,0
1,3,3,1,6,57,754,1,2,2,22,1
1,3,3,1,6,57,752,1,13,2,23,1
1,3,3,1,6,57,754,1,13,2,24,1
1,3,3,1,6,57,754,1,12,1,26,0
1,3,3,1,6,57,763,1,12,2,33,1
1,3,3,1,6,57,753,1,12,2,24,1
1,3,3,1,6,58,776,1,8,2,21,1
1,3,5,2,6,58,775,1,4,1,27,1
1,3,3,2,6,58,771,1,3,2,24,1
1,3,3,1,6,58,771,1,12,1,25,1
1,3,3,1,6,59,781,1,1,2,22,1
1,3,3,1,6,59,781,1,8,2,21,1
1,3,3,1,6,59,781,1,8,1,24,1
1,3,3,1,6,59,791,1,8,2,22,1
1,3,3,1,6,59,782,1,4,2,23,1
1,3,3,1,6,59,786,1,4,1,26,1
1,3,3,1,6,59,784,1,10,2,22,1
1,3,3,1,7,60,792,1,1,2,23,0
1,3,3,1,7,60,794,1,8,1,25,0
1,3,3,1,7,60,793,1,8,1,25,0
1,3,3,1,7,60,793,1,8,2,21,0
1,3,3,1,7,60,793,1,8,2,22,0
1,3,3,1,7,60,797,1,5,2,22,0
1,3,3,1,7,60,794,1,6,1,25,1
1,3,3,1,7,60,794,1,6,2,22,0
1,3,3,1,7,61,803,1,1,2,23,1
1,3,3,1,7,61,806,1,1,2,22,1
1,3,3,1,7,61,803,1,8,2,23,1
1,3,3,1,7,61,803,1,8,2,25,1
1,3,3,1,7,61,810,1,8,2,22,1
1,3,3,1,7,61,804,1,8,2,22,0
1,3,3,1,7,61,806,1,8,1,26,1
1,3,3,1,7,61,806,1,8,2,24,1
1,3,3,1,7,61,807,1,8,2,23,1
1,3,3,1,7,61,803,1,11,1,26,0
1,3,3,1,7,62,818,1,1,2,21,1
1,3,5,2,7,62,828,1,1,2,24,1
1,3,3,1,7,62,817,1,8,1,26,1
1,3,3,1,7,62,823,1,3,1,25,0
