연도,본분교,국공사립,학위과정유형,주야간,전공계열,전공_소분류_코드,전공_세분류_코드,학교유형,학교소재지역,성별,연령,취업여부
2018,1,3,3,2,1,0,7,1,1,2,23,1
2018,1,3,3,1,1,0,4,1,1,1,21,0
2018,1,3,3,1,1,0,4,1,1,1,21,1
2018,1,3,3,1,1,0,2,1,8,2,25,1
2018,1,3,3,1,1,0,2,1,8,1,21,1
2018,1,3,3,1,1,0,16,1,8,1,25,1
2018,1,3,3,1,1,0,16,1,8,1,24,1
2018,1,3,3,1,1,0,15,1,10,1,26,1
2018,1,3,3,2,1,1,20,1,1,2,25,1
2018,1,3,3,1,1,1,20,1,1,2,21,1
2018,1,3,3,1,1,1,17,1,8,1,25,1
2018,1,3,3,1,1,1,17,1,8,2,22,1
2018,1,3,3,1,1,1,28,1,8,1,25,1
2018,1,3,3,1,1,1,25,1,15,2,22,1
2018,1,3,3,1,1,1,17,1,16,2,22,1
2018,1,3,3,1,1,2,44,1,8,2,22,1
2018,1,3,3,1,1,2,31,1,8,1,23,0
2018,1,3,3,1,1,2,42,1,8,2,22,0
2018,1,3,3,1,1,2,36,1,2,2,23,0
2018,1,3,3,1,1,3,49,1,7,2,26,0
2018,1,3,2,2,1,4,51,1,1,2,24,1
2018,1,3,3,1,1,4,51,1,1,2,21,0
2018,1,3,3,1,1,4,55,1,8,2,21,1
2018,1,3,3,1,1,4,51,1,8,2,24,0
2018,1,3,3,1,1,4,57,1,8,2,23,1
2018,1,3,3,1,1,4,57,1,8,2,25,0
2018,1,3,3,1,1,4,57,1,8,2,24,0
2018,1,3,3,1,1,4,58,1,8,2,26,0
2018,1,3,3,1,1,5,62,1,11,1,23,1
2018,1,3,3,1,1,5,62,1,11,1,25,1
2018,1,3,3,1,1,5,62,1,11,2,22,1
2018,1,3,3,1,1,6,63,1,1,2,21,1
2018,1,3,3,1,1,6,63,1,8,2,22,0
2018,1,3,3,1,1,6,65,1,8,1,25,1
2018,1,3,2,2,1,6,65,1,8,2,36,1
2018,1,3,3,1,1,6,65,1,8,2,22,0
2018,1,3,3,1,1,6,69,1,15,2,23,0
2018,1,3,3,1,1,7,73,1,1,2,21,0
2018,1,3,5,1,1,7,78,1,8,2,26,1
2018,1,3,3,1,1,7,74,1,10,2,24,0
2018,1,3,3,2,1,7,72,1,14,2,54,1
2018,1,3,3,1,1,8,85,1,12,2,22,1
2018,1,3,3,2,1,8,86,1,12,1,52,1
2018,1,3,3,1,1,8,87,1,12,1,33,1
2018,1,3,3,1,1,8,87,1,12,2,23,1
2018,1,3,3,1,2,9,155,1,1,2,24,1
2018,1,3,3,1,2,9,156,1,1,2,23,1
2018,1,3,3,1,2,9,102,1,1,2,23,1
2018,1,3,3,2,2,9,108,1,1,2,28,1
2018,1,3,3,1,2,9,89,1,1,2,22,1
2018,1,3,3,1,2,9,167,1,8,2,24,0
2018,1,3,3,1,2,9,111,1,8,1,26,1
2018,1,3,3,1,2,9,187,1,8,2,25,1
2018,1,3,3,1,2,9,137,1,8,1,24,1
2018,1,3,3,1,2,9,143,1,8,2,23,1
2018,1,3,2,2,2,9,208,1,8,1,27,1
2018,1,3,3,1,2,9,88,1,8,1,25,1
2018,1,3,3,1,2,9,91,1,8,1,25,1
2018,1,3,3,1,2,9,101,1,8,1,24,1
2018,1,3,3,1,2,9,93,1,8,2,23,0
2018,1,3,3,1,2,9,93,1,5,1,25,0
2018,1,3,3,1,2,9,88,1,2,1,28,1
2018,1,3,3,1,2,9,124,1,2,2,24,1
2018,1,3,3,2,2,9,104,1,12,2,45,1
2018,1,3,5,2,2,9,196,1,12,2,24,0
2018,1,3,3,1,2,10,271,1,1,1,24,1
2018,1,3,5,2,2,10,278,1,9,1,25,1
2018,1,3,5,2,2,10,257,1,8,2,23,1
2018,1,3,3,1,2,10,223,1,8,2,25,0
2018,1,3,3,1,2,10,270,1,8,1,24,0
2018,1,3,3,1,2,10,242,1,5,2,21,0
2018,1,3,3,1,2,10,218,1,11,2,23,1
2018,1,3,5,2,2,10,251,1,3,2,25,1
2018,1,3,3,1,2,11,284,1,1,2,22,0
2018,1,3,3,1,2,11,284,1,1,2,21,0
2018,1,3,3,2,2,11,284,1,1,2,23,0
2018,1,3,3,1,2,11,284,1,9,1,28,0
2018,1,3,3,1,2,11,284,1,9,2,22,1
2018,1,3,3,1,2,11,284,1,8,1,25,0
2018,1,3,3,1,2,11,281,1,8,2,22,1
2018,1,3,3,2,2,11,284,1,8,1,24,0
2018,1,3,3,1,2,11,284,1,8,1,24,0
2018,1,3,3,1,2,11,304,1,8,1,25,0
2018,1,3,3,1,2,11,285,1,3,1,24,0
2018,1,3,3,1,2,11,284,1,3,2,22,1
2018,1,3,3,2,2,12,329,1,1,2,23,0
2018,1,3,3,1,2,12,330,1,8,1,25,1
2018,1,3,3,1,2,13,334,1,1,1,24,1
2018,1,3,3,1,2,13,334,1,1,2,23,1
2018,1,3,3,1,2,13,332,1,8,1,24,1
2018,1,3,3,1,2,13,333,1,8,1,24,1
2018,1,3,3,1,2,13,333,1,8,1,25,1
2018,1,3,3,1,2,13,333,1,8,2,24,0
2018,1,3,3,1,2,14,355,1,1,2,21,1
2018,1,3,3,1,2,14,341,1,1,2,53,0
2018,1,3,3,2,2,14,343,1,1,1,23,1
2018,1,3,3,1,2,14,371,1,1,2,23,1
2018,1,3,3,1,2,14,341,1,9,2,24,1
2018,1,3,3,2,2,14,341,1,9,1,67,1
2018,1,3,5,2,2,14,409,1,8,2,24,1
2018,1,3,3,1,2,14,392,1,8,2,24,1
2018,1,3,3,1,2,14,341,1,8,2,44,1
2018,1,3,3,1,2,14,393,1,8,2,23,1
2018,1,3,5,2,2,14,343,1,4,2,24,1
2018,1,3,3,1,2,14,341,1,4,2,21,1
2018,1,3,3,1,2,14,341,1,10,1,66,1
2018,1,3,2,2,2,14,341,1,14,2,54,1
2018,1,3,2,2,2,14,341,1,14,2,55,1
2018,1,3,3,1,2,14,406,1,14,1,54,0
2018,1,3,3,1,2,14,406,1,14,2,44,1
2018,1,3,3,2,2,14,341,1,14,2,48,1
2018,1,3,3,1,2,14,340,1,14,2,56,1
2018,1,3,3,1,2,14,363,1,3,2,21,1
2018,1,3,3,1,2,14,341,1,3,2,22,1
2018,1,3,3,2,2,14,341,1,2,2,46,1
2018,1,3,3,1,2,14,380,1,2,1,26,1
2018,1,3,3,1,2,14,340,1,2,2,21,0
2018,1,3,3,1,2,14,341,1,6,1,24,0
2018,1,3,3,2,2,14,350,1,13,2,40,1
2018,1,3,3,1,2,14,367,1,13,2,44,1
2018,1,3,3,2,2,14,373,1,13,2,58,1
2018,1,3,3,1,2,14,342,1,13,2,56,1
2018,1,3,3,1,2,14,341,1,13,1,21,1
2018,1,3,3,1,2,14,340,1,12,2,50,1
2018,1,3,3,1,2,15,413,1,1,2,22,1
2018,1,3,3,1,2,15,413,1,5,2,23,0
2018,1,3,3,2,2,15,411,1,5,2,22,0
2018,1,3,3,2,2,16,426,1,1,2,21,1
2018,1,3,3,1,2,16,430,1,1,2,24,0
2018,1,3,3,1,2,16,423,1,8,1,25,1
2018,1,3,3,2,2,16,427,1,8,1,26,0
2018,1,3,3,1,2,16,425,1,8,2,23,1
2018,1,3,3,1,2,17,436,1,9,1,22,1
2018,1,3,2,2,2,17,450,1,8,1,57,0
2018,1,3,3,1,2,17,440,1,8,1,24,1
2018,1,3,5,2,2,17,448,1,8,2,25,1
2018,1,3,3,1,2,17,470,1,8,1,22,1
2018,1,3,3,1,2,17,446,1,11,2,23,1
2018,1,3,3,1,2,17,440,1,10,1,25,1
2018,1,3,3,1,3,18,494,1,13,2,58,0
2018,1,3,3,1,3,18,494,1,13,2,33,1
2018,1,3,3,2,3,18,494,1,13,2,61,1
2018,1,3,5,2,3,19,501,1,1,2,25,1
2018,1,3,3,1,3,19,500,1,9,2,22,0
2018,1,3,5,2,3,19,501,1,8,2,24,1
2018,1,3,3,1,3,19,500,1,8,2,22,1
2018,1,3,3,1,3,19,500,1,8,2,22,0
2018,1,3,3,1,3,19,500,1,8,2,22,1
2018,1,3,3,1,3,19,500,1,8,2,26,1
2018,1,3,3,1,3,19,500,1,8,2,24,0
2018,1,3,3,1,3,19,497,1,5,2,21,1
2018,1,3,3,1,3,19,511,1,11,2,23,0
2018,1,2,3,1,3,19,504,1,15,2,22,0
2018,1,3,3,1,3,19,500,1,15,2,22,1
2018,1,3,3,1,3,19,500,1,14,2,22,0
2018,1,3,3,1,3,19,500,1,14,2,23,1
2018,1,3,5,2,3,19,501,1,14,2,53,1
2018,1,3,3,1,3,19,500,1,3,2,24,0
2018,1,3,3,1,3,19,500,1,7,2,23,1
2018,1,3,3,1,3,19,500,1,13,2,50,1
2018,1,3,3,1,3,19,500,1,12,2,23,1
2018,1,3,3,1,3,19,500,1,12,2,23,1
2018,1,1,3,1,3,20,518,1,8,2,22,1
2018,1,3,3,1,3,20,519,1,8,1,26,1
2018,1,3,3,1,3,20,519,1,8,2,23,1
2018,1,3,3,1,3,20,519,1,8,2,23,1
2018,1,3,3,1,3,20,519,1,8,2,23,1
2018,1,3,2,2,4,21,524,1,8,1,30,1
2018,1,3,3,1,4,21,524,1,8,1,22,1
2018,1,3,5,2,4,21,533,1,8,1,48,1
2018,1,3,3,1,4,22,535,1,1,1,25,1
2018,1,3,3,1,4,22,535,1,8,1,25,0
2018,1,3,5,2,4,22,542,1,8,2,24,0
2018,1,3,3,1,4,22,535,1,5,2,23,0
2018,1,3,3,2,4,22,540,1,5,2,23,0
2018,1,3,3,2,4,22,540,1,5,2,24,1
2018,1,3,3,1,4,22,536,1,10,2,24,1
2018,1,3,3,1,4,22,536,1,14,2,46,1
2018,1,3,3,1,4,22,535,1,2,1,25,1
2018,1,3,3,1,4,22,535,1,6,2,21,0
2018,1,3,3,1,4,22,550,1,13,1,26,1
2018,1,3,3,1,4,23,576,1,9,1,27,0
2018,1,3,3,1,4,23,576,1,9,1,25,1
2018,1,3,3,1,4,23,576,1,9,2,21,0
2018,1,3,5,1,4,23,577,1,8,1,27,1
2018,1,3,3,1,4,23,577,1,8,1,25,1
2018,1,3,5,1,4,23,577,1,8,2,24,1
2018,1,3,3,1,4,23,577,1,8,2,24,1
2018,1,3,3,1,4,23,574,1,8,2,22,1
2018,1,3,5,2,4,23,577,1,8,1,28,1
2018,1,2,3,1,4,23,578,1,15,1,26,0
2018,1,2,3,1,4,23,578,1,15,2,21,1
2018,1,3,3,1,4,23,571,1,14,1,60,1
2018,1,2,3,1,4,24,584,1,9,1,26,1
2018,1,3,3,1,4,24,586,1,8,1,26,0
2018,1,3,3,1,4,24,582,1,11,1,27,1
2018,1,3,3,1,4,24,585,1,13,1,32,1
2018,1,3,3,1,4,24,583,1,13,1,23,0
2018,1,3,3,1,4,25,596,1,1,1,25,0
2018,1,3,3,1,4,25,597,1,9,1,23,1
2018,1,3,3,1,4,25,591,1,9,1,26,1
2018,1,3,3,1,4,25,591,1,9,1,24,1
2018,1,3,3,1,4,25,591,1,8,1,24,1
2018,1,3,3,1,4,25,591,1,8,1,25,0
2018,1,3,3,1,4,25,594,1,5,1,23,1
2018,1,2,3,1,4,25,590,1,14,1,25,1
2018,1,3,3,2,4,25,588,1,3,1,47,1
2018,1,3,3,1,4,25,592,1,13,1,50,1
2018,1,3,3,2,4,25,592,1,13,1,30,1
2018,1,3,3,1,4,26,612,1,4,1,24,0
2018,1,3,3,1,4,26,612,1,4,1,24,0
2018,1,3,3,1,4,26,612,1,4,2,22,0
2018,1,3,3,1,4,26,609,1,10,1,24,1
2018,1,3,3,1,4,26,611,1,14,1,22,0
2018,1,3,3,1,4,26,614,1,13,1,24,0
2018,1,3,3,1,4,27,622,1,8,1,24,1
2018,1,3,3,1,4,27,616,1,8,1,24,1
2018,1,3,3,1,4,27,616,1,5,1,24,1
2018,1,3,3,1,4,27,616,1,5,1,25,0
2018,1,3,3,1,4,27,624,1,5,1,24,0
2018,1,3,3,1,4,27,620,1,4,1,23,1
2018,1,3,3,1,4,27,619,1,10,1,24,1
2018,1,3,3,1,4,27,621,1,15,1,22,1
2018,1,3,3,1,4,27,618,1,14,1,22,1
2018,1,3,3,1,4,27,621,1,14,1,24,1
2018,1,3,3,1,4,27,621,1,14,2,22,1
2018,1,3,3,1,4,28,630,1,5,1,24,1
2018,1,3,3,1,4,28,629,1,15,1,26,1
2018,1,3,3,1,4,28,635,1,15,2,22,0
2018,1,3,3,1,4,28,631,1,15,1,26,1
2018,1,3,3,1,4,28,632,1,15,1,24,0
2018,1,3,3,1,4,28,630,1,2,1,25,1
2018,1,3,3,1,4,28,630,1,2,1,24,0
2018,1,3,3,1,4,28,638,1,12,1,24,1
2018,1,3,2,2,4,29,643,1,1,1,21,0
2018,1,3,3,1,4,29,643,1,8,1,24,0
2018,1,3,3,1,4,29,643,1,8,1,24,1
2018,1,3,3,1,4,29,645,1,8,1,24,0
2018,1,3,3,1,4,29,639,1,8,1,23,0
2018,1,3,3,1,4,29,681,1,8,2,22,1
2018,1,3,3,1,4,29,661,1,8,1,21,1
2018,1,3,3,1,4,29,649,1,8,1,28,1
2018,1,3,3,1,4,29,682,1,8,1,26,1
2018,1,3,3,1,4,29,652,1,10,1,24,1
2018,1,3,3,1,4,29,641,1,15,1,29,1
2018,1,3,5,1,4,29,684,1,15,2,24,1
2018,1,3,1,2,4,29,672,1,15,1,37,1
2018,1,3,3,2,4,29,643,1,15,1,46,1
2018,1,3,3,1,4,29,674,1,15,1,24,1
2018,1,3,3,1,4,29,674,1,15,1,25,1
2018,1,3,3,1,4,29,677,1,14,1,25,1
2018,1,3,3,1,4,29,651,1,3,1,25,1
2018,1,3,3,2,4,29,651,1,3,1,25,1
2018,1,3,3,1,4,29,651,1,3,1,26,1
2018,1,3,3,1,4,29,645,1,6,1,24,0
2018,1,3,3,2,4,29,647,1,13,1,26,1
2018,1,3,3,1,4,30,689,1,9,1,24,1
2018,1,3,3,1,4,30,689,1,9,1,24,0
2018,1,3,3,1,4,30,687,1,11,1,24,1
2018,1,3,3,1,4,30,687,1,11,1,25,1
2018,1,3,3,1,4,30,688,1,14,1,26,1
2018,1,3,3,1,4,30,688,1,14,1,25,1
2018,1,3,3,1,4,30,688,1,14,1,25,1
2018,1,3,3,2,4,30,687,1,14,1,29,0
2018,1,3,3,1,4,30,687,1,14,1,23,0
2018,1,3,3,1,4,30,687,1,14,1,24,1
2018,1,3,3,1,4,30,687,1,13,1,28,0
2018,1,3,3,1,4,31,710,1,1,1,24,1
2018,1,3,3,1,4,31,694,1,8,1,26,1
2018,1,3,2,2,4,31,694,1,8,1,44,1
2018,1,3,3,1,4,31,694,1,8,1,24,1
2018,1,3,3,2,4,31,693,1,15,1,26,1
2018,1,3,3,1,4,31,694,1,14,1,25,1
2018,1,3,3,1,4,31,706,1,14,1,24,0
2018,1,3,3,1,4,31,692,1,2,1,26,1
2018,1,3,3,1,4,31,692,1,2,1,25,1
2018,1,3,3,1,4,31,692,1,2,1,25,1
2018,1,3,3,1,4,31,694,1,6,1,25,1
2018,1,2,3,1,4,31,694,1,13,1,25,1
2018,1,3,5,2,4,32,713,1,1,1,28,1
2018,1,3,3,1,4,32,713,1,1,1,24,0
2018,1,3,3,1,4,32,714,1,1,1,24,1
2018,1,3,3,1,4,32,714,1,1,1,25,1
2018,1,3,3,1,4,32,714,1,8,1,24,1
2018,1,3,3,1,4,32,714,1,8,1,25,1
2018,1,3,3,1,4,32,714,1,8,1,23,1
2018,1,3,3,1,4,32,721,1,10,1,29,1
2018,1,3,3,1,4,32,713,1,15,1,26,1
2018,1,3,3,1,4,32,713,1,15,1,23,1
2018,1,3,3,1,4,32,720,1,14,1,27,0
2018,1,3,5,2,4,32,723,1,14,1,25,0
2018,1,3,3,1,4,32,729,1,14,1,23,1
2018,1,3,3,2,4,32,729,1,14,1,25,1
2018,1,3,3,1,4,33,750,1,1,1,27,1
2018,1,3,3,1,4,33,737,1,8,1,24,1
2018,1,3,1,1,4,33,744,1,5,1,22,1
2018,1,3,3,1,4,33,752,1,4,1,24,1
2018,1,3,3,1,4,33,737,1,11,2,22,1
2018,1,3,3,1,4,33,741,1,10,1,24,1
2018,1,3,3,1,4,33,764,1,15,1,25,1
2018,1,3,3,1,4,33,764,1,15,1,26,1
2018,1,3,3,1,4,33,755,1,3,1,23,0
2018,1,3,3,1,4,33,745,1,2,1,23,0
2018,1,3,3,1,4,33,761,1,2,1,24,1
2018,1,3,3,1,4,33,761,1,2,1,25,1
2018,1,3,3,1,4,34,768,1,8,1,26,0
2018,1,3,5,2,4,34,773,1,8,1,26,1
2018,1,3,3,1,4,34,767,1,8,1,25,1
2018,1,3,3,1,4,34,767,1,8,1,25,1
2018,1,3,3,1,4,34,771,1,14,1,24,1
2018,1,3,3,1,4,34,771,1,14,1,22,0
2018,1,3,3,1,4,34,770,1,12,1,25,0
2018,1,3,3,1,4,35,774,1,4,2,23,1
2018,1,3,3,1,4,35,774,1,14,1,43,1
2018,1,3,3,2,4,35,777,1,3,1,25,1
2018,1,3,3,1,4,35,777,1,3,1,26,1
2018,1,3,3,1,4,35,783,1,12,1,24,1
2018,1,3,3,1,4,36,785,1,1,1,25,1
2018,1,3,3,1,4,36,785,1,1,1,25,1
2018,1,3,3,1,4,36,785,1,1,1,25,1
2018,1,3,3,1,4,36,785,1,1,1,26,1
2018,1,3,3,1,4,36,784,1,8,1,26,0
2018,1,3,3,1,4,36,784,1,8,1,26,1
2018,1,3,3,1,4,36,784,1,8,1,24,1
2018,1,3,3,1,4,37,786,1,1,2,22,0
2018,1,3,5,2,4,37,787,1,8,2,23,0
2018,1,3,3,1,4,37,789,1,8,1,25,1
2018,1,3,3,1,4,37,789,1,8,1,24,1
2018,1,3,3,1,4,37,789,1,8,2,22,1
2018,1,3,3,1,4,38,797,1,2,1,26,1
2018,1,3,3,1,4,38,797,1,2,1,25,1
2018,1,3,3,1,4,38,797,1,2,1,27,1
2018,1,3,3,1,4,39,809,1,9,2,22,1
2018,1,1,5,2,4,39,802,1,8,1,26,0
2018,1,3,5,2,4,39,802,1,8,1,27,1
2018,1,3,3,1,4,39,804,1,8,2,21,1
2018,1,3,5,2,4,39,826,1,8,1,28,1
2018,1,3,3,1,4,39,829,1,8,2,21,1
2018,1,3,3,2,4,39,830,1,8,1,26,1
2018,1,3,5,1,4,39,834,1,15,1,24,1
2018,1,3,3,1,4,39,834,1,15,2,24,1
2018,1,3,3,1,4,39,803,1,13,1,25,1
2018,1,3,3,2,4,40,839,1,1,2,24,1
2018,1,3,3,1,4,40,839,1,8,2,22,1
2018,1,3,3,1,4,40,839,1,8,1,25,1
2018,1,3,3,1,4,40,852,1,8,1,25,1
2018,1,3,3,1,4,40,838,1,8,1,26,1
2018,1,3,3,1,4,40,838,1,8,1,24,0
2018,1,3,3,1,4,40,838,1,8,2,22,1
2018,1,3,3,1,4,40,862,1,8,1,25,1
2018,1,3,3,1,4,40,862,1,8,2,23,1
2018,1,3,3,1,4,40,856,1,8,2,24,0
2018,1,3,3,1,4,40,843,1,8,1,26,1
2018,1,3,3,1,4,40,848,1,3,1,22,0
2018,1,3,3,1,4,40,848,1,3,2,21,1
2018,1,3,3,1,4,40,857,1,13,1,23,1
2018,1,3,3,1,4,40,857,1,13,2,21,0
2018,1,3,5,2,4,41,918,1,1,2,24,0
2018,1,3,3,2,4,41,868,1,1,2,22,0
2018,1,3,3,2,4,41,877,1,1,1,27,1
2018,1,3,3,1,4,41,882,1,1,2,23,0
2018,1,2,3,1,4,41,893,1,9,1,24,1
2018,1,3,1,2,4,41,924,1,9,1,39,1
2018,1,3,3,1,4,41,896,1,9,1,23,1
2018,1,3,5,2,4,41,907,1,8,1,23,0
2018,1,3,3,1,4,41,878,1,8,1,24,1
2018,1,3,3,1,4,41,882,1,8,1,27,1
2018,1,3,3,1,4,41,878,1,8,1,28,0
2018,1,3,3,1,4,41,868,1,8,1,23,1
2018,1,3,3,1,4,41,934,1,8,2,22,1
2018,1,3,3,1,4,41,877,1,5,1,21,1
2018,1,3,3,1,4,41,877,1,5,1,22,0
2018,1,2,3,1,4,41,882,1,11,1,21,1
2018,1,3,3,1,4,41,916,1,11,1,25,1
2018,1,3,3,1,4,41,915,1,10,1,25,1
2018,1,3,3,1,4,41,869,1,3,1,24,1
2018,1,3,3,1,4,41,869,1,3,1,25,1
2018,1,3,5,2,4,41,905,1,3,1,26,1
2018,1,3,3,1,4,41,871,1,2,1,24,1
2018,1,3,3,1,4,41,922,1,2,1,24,1
2018,1,3,3,1,4,41,888,1,7,1,25,1
2018,1,3,3,1,4,41,865,1,6,1,24,0
2018,1,3,3,1,4,41,871,1,13,1,22,1
2018,1,3,3,1,4,41,882,1,16,1,24,1
2018,1,3,5,2,4,42,938,1,1,1,26,1
2018,1,3,3,1,4,42,937,1,9,2,22,0
2018,1,3,3,1,4,42,935,1,8,1,25,1
2018,1,3,3,1,4,42,935,1,8,2,25,1
2018,1,3,5,2,4,43,947,1,1,1,27,1
2018,1,3,3,1,4,43,942,1,10,1,24,1
2018,1,3,3,1,4,43,944,1,14,1,22,1
2018,1,3,3,1,4,43,945,1,3,1,23,0
2018,1,3,3,1,4,43,940,1,2,1,27,1
2018,1,3,3,1,4,43,946,1,13,1,23,0
2018,1,3,3,1,4,43,946,1,13,1,24,1
2018,1,3,3,1,4,44,949,1,1,1,26,0
2018,1,3,3,1,4,44,957,1,1,1,25,0
2018,1,3,3,1,4,44,957,1,1,1,25,0
2018,1,3,3,1,4,44,948,1,1,1,25,1
2018,1,3,3,1,4,44,955,1,8,1,31,1
2018,1,3,3,1,4,44,955,1,8,1,26,0
2018,1,2,3,1,4,44,953,1,15,1,27,0
2018,1,2,3,1,4,44,953,1,15,1,26,1
2018,1,3,3,1,4,44,952,1,3,1,25,1
2018,1,3,3,1,4,44,952,1,3,1,26,1
2018,1,3,3,2,4,44,948,1,6,1,26,1
2018,1,3,3,1,4,44,950,1,12,1,25,0
2018,1,2,3,1,4,45,968,1,9,2,26,1
2018,1,3,1,2,4,45,979,1,9,1,22,1
2018,1,3,3,1,4,45,978,1,8,1,27,1
2018,1,3,3,1,4,45,980,1,8,2,22,1
2018,1,2,3,1,4,45,982,1,15,1,23,1
2018,1,2,3,1,4,45,963,1,14,1,26,1
2018,1,3,3,1,4,45,963,1,13,1,24,1
2018,1,3,2,2,4,45,973,1,13,1,24,1
2018,1,3,3,1,4,45,977,1,12,1,22,1
2018,1,3,3,1,5,46,993,1,8,1,27,1
2018,1,3,1,2,5,46,994,1,14,1,53,1
2018,1,5,3,1,5,46,987,1,12,2,22,1
2018,1,5,3,1,5,46,989,1,12,2,39,0
2018,1,5,3,1,5,46,990,1,12,1,26,1
2018,1,5,3,1,5,46,990,1,12,1,32,1
2018,1,5,3,1,5,46,991,1,12,1,29,1
2018,1,3,3,1,5,47,1008,1,9,2,23,1
2018,1,3,5,2,5,47,1006,1,8,2,23,0
2018,1,3,3,1,5,47,999,1,13,1,39,1
2018,1,3,3,1,5,47,999,1,13,2,38,0
2018,1,3,5,2,5,47,1002,1,13,2,71,1
2018,1,5,3,1,5,47,1001,1,12,1,22,1
2018,1,3,3,1,5,48,1025,1,8,1,24,1
2018,1,3,3,1,5,48,1025,1,8,2,23,1
2018,1,3,3,1,5,48,1015,1,4,1,25,1
2018,1,3,3,1,5,48,1013,1,11,2,24,1
2018,1,2,3,1,5,48,1032,1,10,1,23,0
2018,1,3,3,1,5,48,1012,1,3,1,23,1
2018,1,5,5,1,5,48,1020,1,12,1,27,1
2018,1,5,5,1,5,48,1020,1,12,2,34,1
2018,1,3,3,1,5,49,1034,1,2,2,24,1
2018,1,3,3,1,5,49,1034,1,2,2,64,1
2018,1,3,3,1,5,50,1037,1,5,2,21,1
2018,1,3,2,2,5,50,1040,1,7,1,32,1
2018,1,3,2,2,5,50,1040,1,7,1,28,0
2018,1,3,3,1,5,50,1036,1,6,1,24,1
2018,1,3,3,1,5,50,1036,1,6,1,24,0
2018,1,3,3,1,5,50,1036,1,6,1,26,1
2018,1,3,3,1,5,50,1036,1,6,1,27,1
2018,1,3,3,1,5,51,1048,1,8,2,29,0
2018,1,3,3,1,5,51,1048,1,8,2,24,0
2018,1,3,3,1,5,51,1048,1,8,2,23,1
2018,1,3,3,1,5,51,1049,1,4,2,21,1
2018,1,3,3,2,5,52,1064,1,1,2,22,0
2018,1,3,3,1,5,52,1084,1,1,2,23,1
2018,1,3,3,1,5,52,1069,1,8,1,24,1
2018,1,3,3,1,5,52,1074,1,8,2,22,1
2018,1,3,3,1,5,52,1069,1,8,1,25,0
2018,1,3,3,1,5,52,1069,1,8,1,24,0
2018,1,3,3,1,5,52,1063,1,8,2,21,1
2018,1,3,3,1,5,52,1071,1,8,2,23,1
2018,1,3,3,1,5,52,1109,1,8,2,23,1
2018,1,3,3,1,5,52,1135,1,8,2,21,1
2018,1,3,3,1,5,52,1070,1,8,2,22,1
2018,1,3,3,1,5,52,1072,1,8,1,23,1
2018,1,3,5,2,5,52,1062,1,5,2,24,1
2018,1,3,3,1,5,52,1085,1,11,1,25,0
2018,1,3,3,1,5,52,1111,1,10,1,22,0
2018,1,3,3,1,5,52,1112,1,10,1,26,1
2018,1,3,3,1,5,52,1055,1,15,1,23,1
2018,1,3,3,1,5,52,1115,1,15,1,27,0
2018,1,3,3,1,5,52,1057,1,15,2,23,0
2018,1,3,3,1,5,52,1069,1,14,2,22,1
2018,1,3,3,1,5,52,1075,1,14,1,25,1
2018,1,3,2,2,5,52,1110,1,14,2,24,1
2018,1,3,3,1,5,52,1130,1,14,1,24,0
2018,1,3,3,1,5,52,1134,1,14,1,61,1
2018,1,3,3,1,5,52,1068,1,3,1,26,1
2018,1,3,3,2,5,52,1072,1,3,2,57,1
2018,1,3,3,1,5,52,1068,1,2,2,22,1
2018,1,3,3,1,5,52,1057,1,2,2,23,1
2018,1,3,3,1,5,52,1066,1,2,2,22,0
2018,1,3,3,2,5,53,1140,1,1,2,22,0
2018,1,3,5,2,5,53,1141,1,1,2,53,1
2018,1,3,3,1,5,54,1142,1,1,1,24,1
2018,1,3,3,1,5,54,1142,1,1,1,24,1
2018,1,3,3,1,5,54,1142,1,1,1,24,0
2018,1,3,3,1,5,54,1142,1,1,1,22,0
2018,1,3,3,1,5,54,1142,1,1,2,23,1
2018,1,3,3,1,5,54,1142,1,1,2,23,1
2018,1,3,3,1,5,54,1145,1,6,1,30,1
2018,1,3,6,2,6,55,1147,1,1,2,28,1
2018,1,3,3,1,6,55,1150,1,1,2,23,1
2018,1,3,3,1,6,55,1150,1,9,2,33,0
2018,1,3,3,1,6,55,1146,1,9,2,23,0
2018,1,3,3,1,6,55,1146,1,9,2,28,1
2018,1,3,3,1,6,55,1146,1,8,2,40,1
2018,1,3,3,1,6,55,1147,1,8,2,26,1
2018,1,3,3,1,6,55,1150,1,8,2,27,1
2018,1,3,3,1,6,55,1147,1,8,2,41,1
2018,1,3,3,1,6,55,1150,1,8,2,23,0
2018,1,3,3,1,6,55,1147,1,11,1,27,1
2018,1,3,3,1,6,55,1146,1,10,1,26,1
2018,1,2,3,1,6,55,1146,1,15,2,23,1
2018,1,3,3,1,6,55,1146,1,14,2,22,1
2018,1,3,3,1,6,55,1150,1,14,2,23,1
2018,1,3,3,1,6,55,1147,1,3,2,23,1
2018,1,3,6,2,6,55,1147,1,3,2,36,1
2018,1,3,3,1,6,55,1146,1,2,2,22,1
2018,1,3,3,1,6,55,1147,1,6,1,24,1
2018,1,3,3,1,6,55,1150,1,13,2,24,1
2018,1,3,3,1,6,55,1150,1,12,2,28,1
2018,1,3,6,2,6,56,1167,1,1,2,45,1
2018,1,3,3,1,6,56,1154,1,8,1,23,1
2018,1,3,5,1,6,56,1167,1,8,2,24,0
